    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Mean expected heterozygosity, SE, SD
    Mean inbreeding coefficient, SE, SD
    Mean number of alleles, SE, SD
    Mean number of lethal alleles, SE, SD
    Mean time to extinction, SE, SD
    Median time to extinction
    PSVars(1): Mean, SE, SD
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);r-det;r-stoch;SE(r);SD(r);Nextant;SE(Nextant);SD(Nextant);Nall;SE(Nall);SD(Nall);Het;SE(Het);SD(Het);Inbr;SE(Inbr);SD(Inbr);Nalleles;SE(Nalleles);SD(Nalleles);Nlethals;SE(Nlethals);SD(Nlethals);TE;SE(TE);SD(TE);medTE;PSvar1;SE(PSvar1);SD(PSvar1)
Scenario_2
Population 1: PW
0; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008;      0;      0;      0; 70.00; 0.00; 0.00; 70.00; 0.00; 0.00; 0.5381; 0.0002; 0.0068; 0.4584; 0.0004; 0.0120; 4.11; 0.00; 0.06; 7.56; 0.01; 0.29; 0.00; 0.00; 0.00; 0; 0.0000; 0.0000; 0.0000
1; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.1006; 0.0063; 0.1984; 78.82; 0.45; 14.10; 78.82; 0.45; 14.10; 0.5457; 0.0002; 0.0076; 0.4609; 0.0004; 0.0120; 4.71; 0.00; 0.14; 7.56; 0.01; 0.31; 0.00; 0.00; 0.00; 0; 0.1500; 0.0000; 0.0000
2; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0606; 0.0065; 0.2054; 84.87; 0.64; 20.34; 84.87; 0.64; 20.34; 0.5462; 0.0002; 0.0079; 0.4617; 0.0004; 0.0121; 4.79; 0.00; 0.15; 7.56; 0.01; 0.33; 0.00; 0.00; 0.00; 0; 0.1500; 0.0000; 0.0002
3; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0592; 0.0064; 0.2012; 90.93; 0.79; 24.97; 90.93; 0.79; 24.97; 0.5450; 0.0003; 0.0086; 0.4615; 0.0004; 0.0130; 4.80; 0.01; 0.16; 7.55; 0.01; 0.34; 0.00; 0.00; 0.00; 0; 0.1501; 0.0000; 0.0005
4; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0196; 0.0065; 0.2059; 93.86; 0.93; 29.54; 93.86; 0.93; 29.54; 0.5433; 0.0003; 0.0089; 0.4616; 0.0004; 0.0127; 4.78; 0.01; 0.17; 7.55; 0.01; 0.35; 0.00; 0.00; 0.00; 0; 0.1503; 0.0000; 0.0007
5; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.1217; 0.0059; 0.1872; 105.50; 1.01; 32.09; 105.50; 1.01; 32.09; 0.5421; 0.0003; 0.0087; 0.4615; 0.0004; 0.0122; 4.85; 0.01; 0.17; 7.55; 0.01; 0.33; 0.00; 0.00; 0.00; 0; 0.1508; 0.0000; 0.0011
6; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; -0.0066; 0.0069; 0.2193; 106.02; 1.13; 35.71; 106.02; 1.13; 35.71; 0.5407; 0.0003; 0.0093; 0.4611; 0.0004; 0.0125; 4.80; 0.01; 0.18; 7.54; 0.01; 0.36; 0.00; 0.00; 0.00; 0; 0.1509; 0.0000; 0.0011
7; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0186; 0.0062; 0.1964; 108.75; 1.24; 39.15; 108.75; 1.24; 39.15; 0.5391; 0.0003; 0.0097; 0.4612; 0.0004; 0.0129; 4.78; 0.01; 0.20; 7.53; 0.01; 0.36; 0.00; 0.00; 0.00; 0; 0.1512; 0.0000; 0.0012
8; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0124; 0.0064; 0.2028; 110.82; 1.34; 42.52; 110.82; 1.34; 42.52; 0.5380; 0.0003; 0.0105; 0.4612; 0.0004; 0.0133; 4.75; 0.01; 0.20; 7.53; 0.01; 0.38; 0.00; 0.00; 0.00; 0; 0.1516; 0.0000; 0.0014
9; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0100; 0.0066; 0.2088; 112.29; 1.44; 45.55; 112.29; 1.44; 45.55; 0.5366; 0.0003; 0.0109; 0.4613; 0.0004; 0.0139; 4.73; 0.01; 0.21; 7.53; 0.01; 0.40; 0.00; 0.00; 0.00; 0; 0.1520; 0.0000; 0.0015
10; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.1290; 0.0061; 0.1943; 123.74; 1.42; 44.97; 123.74; 1.42; 44.97; 0.5367; 0.0003; 0.0102; 0.4617; 0.0004; 0.0130; 4.80; 0.01; 0.19; 7.51; 0.01; 0.39; 0.00; 0.00; 0.00; 0; 0.1536; 0.0001; 0.0017
11; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; -0.0003; 0.0063; 0.1994; 122.91; 1.47; 46.37; 122.91; 1.47; 46.37; 0.5358; 0.0003; 0.0106; 0.4613; 0.0004; 0.0137; 4.76; 0.01; 0.20; 7.50; 0.01; 0.41; 0.00; 0.00; 0.00; 0; 0.1537; 0.0001; 0.0018
12; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; -0.0032; 0.0068; 0.2154; 122.45; 1.54; 48.64; 122.45; 1.54; 48.64; 0.5350; 0.0004; 0.0111; 0.4611; 0.0004; 0.0141; 4.73; 0.01; 0.21; 7.49; 0.01; 0.42; 0.00; 0.00; 0.00; 0; 0.1540; 0.0001; 0.0018
13; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0231; 0.0060; 0.1904; 123.17; 1.53; 48.51; 123.17; 1.53; 48.51; 0.5343; 0.0003; 0.0110; 0.4612; 0.0004; 0.0136; 4.71; 0.01; 0.23; 7.48; 0.01; 0.43; 0.00; 0.00; 0.00; 0; 0.1545; 0.0001; 0.0019
14; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0046; 0.0062; 0.1950; 122.41; 1.54; 48.80; 122.41; 1.54; 48.80; 0.5338; 0.0004; 0.0114; 0.4610; 0.0004; 0.0141; 4.69; 0.01; 0.23; 7.48; 0.01; 0.45; 0.00; 0.00; 0.00; 0; 0.1548; 0.0001; 0.0021
15; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.1211; 0.0061; 0.1933; 132.31; 1.49; 47.26; 132.31; 1.49; 47.26; 0.5343; 0.0004; 0.0112; 0.4619; 0.0004; 0.0133; 4.73; 0.01; 0.21; 7.43; 0.01; 0.43; 0.00; 0.00; 0.00; 0; 0.1569; 0.0001; 0.0023
16; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; -0.0103; 0.0063; 0.2004; 130.27; 1.54; 48.65; 130.27; 1.54; 48.65; 0.5334; 0.0004; 0.0114; 0.4619; 0.0004; 0.0141; 4.70; 0.01; 0.22; 7.42; 0.01; 0.43; 0.00; 0.00; 0.00; 0; 0.1568; 0.0001; 0.0024
